iter	RMSE
391	0.116515643
392	0.1164085953
393	0.1163054302
394	0.1161397144
395	0.116041296
396	0.1159742733
397	0.1159066209
398	0.1158622692
399	0.1155287323
400	0.1155015304
401	0.1154290345
402	0.1153203879
403	0.1152745554
404	0.1151840609
405	0.1151593643
406	0.1151106706
407	0.1149862363
408	0.1148587595
409	0.1148302818
410	0.1147141219
411	0.1146166702
412	0.1145346695
413	0.1144928246
414	0.1143841351
415	0.1143174357
416	0.1142374204
417	0.1142359265
418	0.1141649616
419	0.1141162336
420	0.1140245072
421	0.1140103016
422	0.1139473225
423	0.1138671028
424	0.1138458137
425	0.1136754292
426	0.1135504998
427	0.1134243476
428	0.1132456677
429	0.1131523378
430	0.1130956133
431	0.1130738996
432	0.1130217035
433	0.1128605649
434	0.112764866
435	0.1126607213
436	0.1125297225
437	0.1124361058
438	0.1123804515
439	0.1123413754
440	0.1122407636
441	0.1121989213
442	0.1121754512
443	0.1121238122
444	0.1120490021
445	0.112035468
446	0.1119802158
447	0.1119481904
448	0.1118606947
449	0.1117911987
450	0.1116827149
451	0.1115682598
452	0.1115156359
453	0.1114657395
454	0.1112336136
455	0.1111750339
456	0.1111632679
457	0.110997927
458	0.1108571872
459	0.1107935097
460	0.110769931
461	0.1107274522
462	0.1107160351
463	0.1106706615
464	0.1106587645
465	0.110429423
466	0.1103711398
467	0.1102963139
468	0.1102757595
469	0.1102331815
470	0.1100626499
471	0.1099418365
472	0.1098014271
473	0.1097233252
474	0.109562245
475	0.1094931559
476	0.1094353926
477	0.1093529917
478	0.1092817972
479	0.1092289982
480	0.1091057858
481	0.1089422639
482	0.1089192527
483	0.1088231734
484	0.1086944246
485	0.1086060928
486	0.1085705737
487	0.1085055861
488	0.1084930099
489	0.1083976944
490	0.1082378168
491	0.1082275321
492	0.1081868547
493	0.1080374248
494	0.1078903982
495	0.1076764756
496	0.1076093928
497	0.1075195264
498	0.1074868135
499	0.1074658802
