iter	Passed	Remaining
259	6142	5669
260	6166	5646
261	6189	5622
262	6214	5600
263	6239	5577
264	6265	5556
265	6292	5535
266	6317	5512
267	6345	5493
268	6371	5471
269	6395	5447
270	6418	5424
271	6442	5400
272	6467	5377
273	6492	5355
274	6516	5332
275	6541	5309
276	6565	5285
277	6592	5264
278	6617	5241
279	6642	5218
280	6667	5196
281	6691	5173
282	6717	5151
283	6743	5128
284	6767	5105
285	6793	5083
286	6820	5061
287	6849	5042
288	6878	5021
289	6903	4998
290	6926	4974
291	6950	4950
292	6974	4927
293	6998	4903
294	7021	4879
295	7046	4856
296	7071	4833
297	7097	4811
298	7122	4788
299	7147	4764
300	7170	4740
301	7195	4717
302	7220	4694
303	7244	4671
304	7270	4648
305	7296	4625
306	7321	4602
307	7350	4582
308	7377	4560
309	7403	4537
310	7428	4514
311	7452	4490
312	7476	4466
313	7500	4442
314	7523	4418
315	7547	4394
316	7570	4370
317	7601	4350
318	7628	4328
319	7653	4305
320	7678	4281
321	7703	4258
322	7731	4237
323	7757	4214
324	7786	4192
325	7812	4169
326	7839	4147
327	7870	4127
328	7898	4105
329	7924	4082
330	7952	4060
331	7980	4038
332	8005	4014
333	8032	3992
334	8058	3968
335	8081	3944
336	8109	3922
337	8160	3911
338	8185	3887
339	8211	3864
340	8233	3839
341	8259	3815
342	8282	3791
343	8308	3767
344	8333	3744
345	8361	3721
346	8387	3698
347	8413	3674
348	8438	3651
349	8464	3627
350	8493	3605
351	8517	3581
352	8542	3557
353	8566	3533
354	8590	3508
355	8616	3485
356	8640	3460
357	8663	3436
358	8693	3414
359	8717	3390
360	8739	3364
361	8761	3339
362	8797	3320
363	8822	3296
364	8844	3271
365	8871	3248
366	8894	3223
367	8919	3199
368	8942	3174
369	8966	3150
370	8989	3125
371	9012	3100
372	9035	3076
373	9058	3051
374	9079	3026
375	9101	3001
376	9126	2977
377	9165	2958
378	9188	2933
379	9211	2908
380	9234	2884
381	9257	2859
382	9280	2835
383	9303	2810
384	9327	2786
385	9352	2762
386	9378	2738
387	9402	2714
388	9427	2690
389	9450	2665
390	9475	2641
391	9499	2617
392	9522	2592
393	9546	2568
394	9570	2544
395	9595	2519
396	9622	2496
397	9654	2474
398	9680	2450
399	9704	2426
400	9729	2402
401	9768	2381
402	9793	2357
403	9821	2333
404	9847	2309
405	9875	2286
406	9901	2262
407	9926	2238
408	9954	2214
409	9981	2191
410	10005	2166
411	10029	2142
412	10051	2117
413	10077	2093
414	10118	2072
415	10144	2048
416	10169	2024
417	10191	1999
418	10212	1974
419	10234	1949
420	10258	1924
421	10280	1900
422	10303	1875
423	10328	1851
424	10353	1827
425	10378	1802
426	10401	1778
427	10424	1753
428	10445	1728
429	10467	1704
430	10494	1680
431	10516	1655
432	10540	1630
433	10563	1606
434	10590	1582
435	10613	1557
436	10640	1534
437	10663	1509
438	10685	1484
439	10706	1459
440	10729	1435
441	10753	1411
442	10777	1386
443	10800	1362
444	10840	1339
445	10866	1315
446	10893	1291
447	10918	1267
448	10942	1242
449	10966	1218
450	10991	1194
451	11016	1169
452	11041	1145
453	11065	1121
454	11090	1096
455	11114	1072
456	11142	1048
457	11168	1024
458	11193	999
459	11217	975
460	11244	951
461	11268	926
462	11293	902
463	11318	878
464	11342	853
465	11363	829
466	11387	804
467	11410	780
468	11436	755
469	11459	731
470	11482	707
471	11506	682
472	11529	658
473	11555	633
474	11578	609
475	11601	584
476	11624	560
477	11650	536
478	11675	511
479	11698	487
480	11722	463
481	11749	438
482	11771	414
483	11795	389
484	11818	365
485	11841	341
486	11872	316
487	11897	292
488	11920	268
489	11941	243
490	11963	219
491	11985	194
492	12023	170
493	12045	146
494	12068	121
495	12091	97
496	12114	73
497	12144	48
498	12170	24
499	12193	0
