iter	Passed	Remaining
151	3321	7605
152	3346	7590
153	3369	7570
154	3392	7550
155	3416	7534
156	3441	7518
157	3466	7503
158	3490	7485
159	3514	7467
160	3535	7444
161	3556	7420
162	3578	7398
163	3602	7379
164	3625	7361
165	3649	7342
166	3676	7330
167	3702	7316
168	3725	7297
169	3750	7280
170	3774	7261
171	3797	7241
172	3836	7251
173	3860	7233
174	3883	7212
175	3907	7192
176	3931	7173
177	3953	7151
178	3975	7129
179	3999	7110
180	4024	7092
181	4048	7073
182	4071	7052
183	4094	7032
184	4119	7013
185	4143	6994
186	4167	6975
187	4195	6962
188	4218	6941
189	4240	6919
190	4262	6895
191	4284	6873
192	4305	6848
193	4328	6827
194	4350	6805
195	4372	6782
196	4395	6760
197	4421	6743
198	4448	6727
199	4472	6709
200	4497	6689
201	4517	6665
202	4541	6644
203	4564	6622
204	4590	6605
205	4633	6612
206	4657	6592
207	4680	6570
208	4705	6551
209	4729	6531
210	4753	6510
211	4776	6488
212	4799	6466
213	4822	6445
214	4845	6423
215	4868	6400
216	4890	6378
217	4913	6355
218	4938	6336
219	4967	6321
220	4990	6300
221	5012	6276
222	5033	6252
223	5054	6228
224	5077	6205
225	5114	6200
226	5137	6178
227	5159	6155
228	5181	6132
229	5204	6109
230	5229	6089
231	5252	6067
232	5275	6044
233	5298	6023
234	5321	6000
235	5345	5979
236	5368	5957
237	5390	5934
238	5412	5910
239	5435	5888
240	5465	5873
241	5489	5852
242	5513	5830
243	5535	5807
244	5558	5785
245	5581	5763
246	5605	5742
247	5623	5714
248	5645	5690
249	5669	5669
250	5692	5647
251	5716	5626
252	5743	5606
253	5767	5585
254	5789	5562
255	5812	5539
256	5834	5516
257	5860	5497
258	5883	5474
259	5905	5451
260	5927	5427
261	5948	5403
262	5973	5383
263	5997	5361
264	6019	5337
265	6040	5313
266	6062	5290
267	6083	5266
268	6105	5242
269	6127	5219
270	6147	5194
271	6168	5171
272	6191	5148
273	6214	5125
274	6238	5103
275	6260	5081
276	6282	5057
277	6304	5034
278	6326	5011
279	6351	4990
280	6374	4967
281	6396	4945
282	6420	4922
283	6443	4900
284	6465	4877
285	6492	4857
286	6515	4835
287	6537	4812
288	6558	4788
289	6596	4776
290	6618	4753
291	6643	4732
292	6666	4709
293	6689	4687
294	6712	4664
295	6737	4643
296	6762	4622
297	6785	4599
298	6806	4575
299	6828	4552
300	6850	4529
301	6873	4506
302	6896	4483
303	6918	4460
304	6940	4437
305	6962	4414
306	6987	4393
307	7010	4370
308	7032	4346
309	7054	4323
310	7076	4300
311	7092	4273
312	7117	4252
313	7155	4238
314	7179	4216
315	7202	4194
316	7225	4171
317	7250	4149
318	7273	4127
319	7305	4109
320	7331	4088
321	7354	4065
322	7379	4044
323	7402	4021
324	7426	3998
325	7450	3976
326	7474	3954
327	7500	3933
328	7526	3911
329	7549	3889
330	7573	3866
331	7598	3844
332	7623	3823
333	7646	3800
334	7671	3778
335	7695	3756
336	7721	3734
337	7749	3714
338	7772	3691
339	7795	3668
340	7819	3645
341	7841	3622
342	7865	3600
343	7883	3575
344	7918	3557
345	7943	3535
346	7967	3513
347	7994	3491
348	8019	3469
349	8040	3446
350	8061	3422
351	8084	3399
352	8107	3376
353	8130	3353
354	8154	3330
355	8176	3307
356	8215	3290
357	8240	3268
358	8263	3245
359	8288	3223
360	8311	3200
361	8334	3177
362	8357	3154
363	8383	3132
364	8409	3110
365	8432	3087
366	8457	3065
367	8483	3043
368	8507	3020
369	8531	2997
370	8553	2974
371	8576	2951
372	8599	2928
373	8626	2906
374	8650	2883
375	8673	2860
376	8698	2838
377	8723	2815
378	8750	2793
379	8775	2771
380	8802	2749
381	8823	2725
382	8844	2701
383	8883	2683
384	8907	2660
385	8929	2637
386	8953	2614
387	8977	2591
388	9003	2569
389	9028	2546
390	9062	2526
391	9087	2503
392	9112	2481
393	9137	2458
394	9164	2436
395	9194	2414
396	9219	2392
397	9246	2369
398	9270	2346
399	9291	2322
400	9314	2299
401	9354	2280
402	9378	2257
403	9401	2233
404	9423	2210
405	9444	2186
406	9468	2163
407	9491	2140
408	9516	2117
409	9540	2094
410	9564	2071
411	9585	2047
412	9606	2023
413	9628	2000
414	9652	1977
415	9676	1953
416	9703	1931
417	9729	1908
418	9758	1886
419	9800	1866
420	9828	1844
421	9852	1821
422	9875	1797
423	9896	1773
424	9918	1750
425	9938	1726
426	9963	1703
427	9985	1679
428	10011	1656
429	10035	1633
430	10058	1610
431	10079	1586
432	10101	1562
433	10121	1539
434	10142	1515
435	10166	1492
436	10187	1468
437	10209	1445
438	10233	1421
439	10258	1398
440	10282	1375
441	10306	1352
442	10330	1329
443	10353	1305
444	10378	1282
445	10401	1259
446	10424	1235
447	10447	1212
448	10499	1192
449	10523	1169
450	10547	1145
451	10569	1122
452	10592	1099
453	10615	1075
454	10637	1052
455	10661	1028
456	10685	1005
457	10708	982
458	10734	958
459	10760	935
460	10782	912
461	10805	888
462	10827	865
463	10850	841
464	10874	818
465	10896	795
466	10918	771
467	10942	748
468	10965	724
469	10988	701
470	11013	678
471	11035	654
472	11058	631
473	11082	607
474	11103	584
475	11125	560
476	11148	537
477	11172	514
478	11195	490
479	11217	467
480	11241	444
481	11267	420
482	11291	397
483	11315	374
484	11338	350
485	11360	327
486	11384	303
487	11409	280
488	11435	257
489	11458	233
490	11482	210
491	11508	187
492	11531	163
493	11567	140
494	11591	117
495	11615	93
496	11637	70
497	11661	46
498	11685	23
499	11708	0
