iter	RMSE
121	0.1868302845
122	0.1855793398
123	0.1844138521
124	0.1833226356
125	0.1824178013
126	0.1815555528
127	0.1806323147
128	0.1794328245
129	0.1785441615
130	0.1778648661
131	0.176932896
132	0.17582271
133	0.1752840033
134	0.174605535
135	0.1739986343
136	0.17304511
137	0.1723193852
138	0.1714570439
139	0.1707346016
140	0.1698138116
141	0.1692097824
142	0.1683153354
143	0.1678797406
144	0.1673614778
145	0.1668751337
146	0.1663839477
147	0.1660017831
148	0.1654000611
149	0.1646345831
150	0.1640688957
151	0.1637047702
152	0.1634276836
153	0.1629037599
154	0.1621714397
155	0.1617785574
156	0.1611605683
157	0.160956125
158	0.160448145
159	0.1599136036
160	0.1595522482
161	0.1590585273
162	0.1585983155
163	0.1579420167
164	0.1577053042
165	0.1575530603
166	0.157155076
167	0.1568693299
168	0.1564892547
169	0.1562373419
170	0.1558927259
171	0.155424678
172	0.155008885
173	0.1547467388
174	0.154572451
175	0.1542090852
176	0.154064273
177	0.1537098775
178	0.1533718216
179	0.1532325252
180	0.1530707567
181	0.1525832414
182	0.1521136617
183	0.1518747153
184	0.1517682251
185	0.1513152025
186	0.1510842945
187	0.1510009061
188	0.1506781902
189	0.1504547954
190	0.1504118043
191	0.1501819002
192	0.1497370825
193	0.149630033
194	0.1495417662
195	0.1494645865
196	0.1489599206
197	0.1482351745
198	0.1481891852
199	0.1479658677
200	0.1479069411
201	0.1477340677
202	0.1476683673
203	0.1476178103
204	0.1474354166
205	0.1470477694
206	0.1469566533
207	0.146770608
208	0.1466797592
209	0.1465123647
210	0.1464258015
211	0.1458646196
212	0.1453352489
213	0.1452617592
214	0.1448736315
215	0.1446699577
216	0.1444916258
217	0.1438975923
218	0.1437148742
219	0.1432857856
220	0.1431865348
221	0.1429290192
222	0.142853713
223	0.1428166689
224	0.1423257546
225	0.1419756836
226	0.1419240382
227	0.1417139533
228	0.1415112607
229	0.1414608795
230	0.1413960118
231	0.1413339893
232	0.1409842693
233	0.1409135535
234	0.1408169179
235	0.1407832711
236	0.1406532872
237	0.1405149226
238	0.1403230063
239	0.1402675994
240	0.140170527
241	0.1399400698
242	0.139623261
243	0.139358138
244	0.1392118919
245	0.1391617402
246	0.1391132456
247	0.1390205921
248	0.1387995804
249	0.1386144836
250	0.1383485105
251	0.1381285774
252	0.1376910402
253	0.1373980271
254	0.1373632934
255	0.137112353
256	0.1368422046
257	0.1367208336
258	0.1365471856
259	0.1363986879
260	0.1362234199
261	0.1361781132
262	0.1360843513
263	0.1358677269
264	0.1357383187
265	0.1356932996
266	0.1354011169
267	0.1350487835
268	0.1347953527
269	0.1347531336
270	0.1344461334
271	0.1341089191
272	0.1339150222
273	0.1338210005
274	0.1337282494
275	0.1336096168
276	0.1334517459
277	0.1333647131
278	0.1331842486
279	0.1327602209
280	0.1326602301
281	0.1324526577
282	0.1322114144
283	0.1321047668
284	0.1319491757
285	0.1318273149
286	0.1316097102
287	0.1315485668
288	0.1313434029
289	0.1312983484
290	0.1311781061
291	0.1311355838
292	0.1310994214
293	0.1308898266
294	0.1306941698
295	0.1304262455
296	0.1303011788
297	0.1299958911
298	0.1297745599
299	0.1295311051
300	0.129324589
301	0.1292876463
302	0.1290087931
303	0.1289688851
304	0.1287692185
305	0.1287196281
306	0.1285965005
307	0.1284034016
308	0.128352539
309	0.1282199721
310	0.1281766067
311	0.1280228201
312	0.1278719198
313	0.127737067
314	0.1276141612
315	0.1274069972
316	0.1271357102
317	0.1270547662
318	0.126758316
319	0.1265430468
320	0.1264954557
321	0.1264500661
322	0.1263274813
323	0.1261827922
324	0.1259034809
325	0.1256689158
326	0.125597339
327	0.1255572094
328	0.1254499779
329	0.1253549171
330	0.1252472055
331	0.1251807565
332	0.1251497142
333	0.1250687427
334	0.1249367051
335	0.1248778064
336	0.1247443695
337	0.1244582775
338	0.1243499897
339	0.1242292102
340	0.1241250412
341	0.1239332504
342	0.1236891129
343	0.1236552429
344	0.1233846655
345	0.1233030302
346	0.1229589472
347	0.1229406975
348	0.1229062299
349	0.1228109663
350	0.1227113035
351	0.122623688
352	0.1225607747
353	0.1224217698
354	0.1223971364
355	0.122152182
356	0.1219882975
357	0.1219680719
358	0.1219517593
359	0.1219347269
360	0.121805282
361	0.1216822364
362	0.1216482131
363	0.1216319618
364	0.1214986538
365	0.1213029392
366	0.121165932
367	0.1211171132
368	0.1210712158
369	0.1208665813
370	0.1205806942
371	0.1204267754
372	0.1203949308
373	0.1202861967
374	0.1201662443
375	0.1199920756
376	0.1198708305
377	0.1196988771
378	0.1195463518
379	0.1193986542
380	0.1192538995
381	0.119039731
382	0.1188495466
383	0.1186777829
384	0.1185777902
385	0.1185440201
386	0.1182418661
387	0.1181756572
388	0.1178779786
389	0.1178700713
390	0.1177420912
391	0.1176390236
392	0.117622326
393	0.1174688579
394	0.1174357898
395	0.1172997493
396	0.1170948813
397	0.1168972988
398	0.1168712477
399	0.1166916274
400	0.1165454416
401	0.1165140794
402	0.1163339876
403	0.1161853746
404	0.1160936436
405	0.1159109271
406	0.1158155641
407	0.1157518004
408	0.1155382524
409	0.1155147095
410	0.1154875512
411	0.1153618114
412	0.1153359417
413	0.1153024576
414	0.1151684422
415	0.1151383494
416	0.1150490445
417	0.1149178968
418	0.1147515137
419	0.1146204001
420	0.1145884305
421	0.1145020674
422	0.1143333187
423	0.1141966853
424	0.1140734596
425	0.1139045746
426	0.1138800895
427	0.1138245416
428	0.1137987283
429	0.113675118
430	0.1136198623
431	0.1135292867
432	0.1135108939
433	0.1134595238
434	0.1134293215
435	0.1133226611
436	0.113298913
437	0.1130904896
438	0.1129375959
439	0.1126808785
440	0.1126603905
441	0.1126151567
442	0.1125983237
443	0.112577347
444	0.1124679023
445	0.112404495
446	0.1122598035
447	0.1120804409
448	0.1120644493
449	0.1119624117
450	0.1118154627
451	0.1117207569
452	0.1117120258
453	0.111667358
454	0.1115470978
455	0.1114806189
456	0.111385855
457	0.1112430694
458	0.1110945085
459	0.1110165844
460	0.1110071889
461	0.1109410496
462	0.1108825235
463	0.1108676
464	0.110691803
465	0.1106631198
466	0.1105229809
467	0.110507759
468	0.1103904932
469	0.110373531
470	0.1102220095
471	0.1100480593
472	0.1100002552
473	0.1099728282
474	0.1098836082
475	0.1097258178
476	0.109675262
477	0.1095651004
478	0.1095502313
479	0.1094614744
480	0.1093517649
481	0.1092729793
482	0.1092543524
483	0.1092236442
484	0.1090341242
485	0.1088950798
486	0.1087656305
487	0.1086755547
488	0.1086027103
489	0.1084936142
490	0.1084533798
491	0.1083190209
492	0.1082960472
493	0.1081445058
494	0.107960342
495	0.1079519724
496	0.1079024543
497	0.1078457071
498	0.1077341479
499	0.1077235077
