iter	Passed	Remaining
295	6873	4736
296	6895	4712
297	6917	4689
298	6941	4666
299	6985	4657
300	7010	4634
301	7032	4610
302	7057	4588
303	7080	4564
304	7101	4540
305	7124	4516
306	7145	4492
307	7166	4467
308	7190	4444
309	7214	4421
310	7235	4397
311	7258	4373
312	7281	4350
313	7307	4328
314	7328	4304
315	7350	4280
316	7372	4256
317	7395	4232
318	7417	4208
319	7443	4186
320	7478	4170
321	7500	4146
322	7522	4122
323	7547	4100
324	7569	4075
325	7591	4051
326	7632	4038
327	7656	4015
328	7678	3991
329	7701	3967
330	7742	3952
331	7763	3928
332	7786	3904
333	7812	3882
334	7834	3858
335	7856	3834
336	7878	3810
337	7901	3786
338	7923	3763
339	7946	3739
340	7970	3716
341	7995	3693
342	8017	3669
343	8042	3647
344	8067	3624
345	8090	3600
346	8113	3577
347	8135	3553
348	8157	3529
349	8180	3506
350	8203	3482
351	8226	3458
352	8249	3435
353	8271	3411
354	8299	3389
355	8325	3367
356	8350	3344
357	8374	3321
358	8397	3298
359	8422	3275
360	8446	3252
361	8470	3229
362	8493	3205
363	8516	3181
364	8540	3158
365	8569	3137
366	8591	3113
367	8615	3090
368	8638	3066
369	8661	3043
370	8692	3022
371	8717	2999
372	8742	2976
373	8767	2953
374	8792	2930
375	8821	2909
376	8845	2885
377	8869	2862
378	8892	2839
379	8917	2815
380	8942	2793
381	8965	2769
382	8991	2746
383	9014	2723
384	9037	2699
385	9063	2676
386	9102	2657
387	9127	2634
388	9149	2610
389	9172	2587
390	9200	2564
391	9224	2541
392	9248	2518
393	9271	2494
394	9293	2470
395	9319	2447
396	9342	2423
397	9368	2400
398	9393	2377
399	9416	2354
400	9442	2331
401	9467	2308
402	9493	2284
403	9516	2261
404	9542	2238
405	9574	2216
406	9600	2193
407	9623	2170
408	9647	2146
409	9671	2123
410	9695	2099
411	9719	2076
412	9742	2052
413	9776	2030
414	9801	2007
415	9827	1984
416	9849	1960
417	9879	1938
418	9902	1914
419	9939	1893
420	9964	1869
421	9987	1846
422	10012	1822
423	10035	1798
424	10059	1775
425	10085	1751
426	10109	1728
427	10133	1704
428	10154	1680
429	10179	1657
430	10203	1633
431	10226	1609
432	10250	1586
433	10273	1562
434	10297	1538
435	10322	1515
436	10345	1491
437	10369	1467
438	10392	1444
439	10415	1420
440	10440	1396
441	10466	1373
442	10492	1350
443	10518	1326
444	10545	1303
445	10573	1280
446	10599	1256
447	10624	1233
448	10650	1209
449	10691	1187
450	10718	1164
451	10745	1141
452	10769	1117
453	10800	1094
454	10826	1070
455	10849	1046
456	10874	1023
457	10900	999
458	10925	975
459	10951	952
460	10975	928
461	11031	907
462	11055	883
463	11081	859
464	11108	836
465	11133	812
466	11159	788
467	11184	764
468	11211	741
469	11242	717
470	11267	693
471	11294	670
472	11322	646
473	11349	622
474	11374	598
475	11401	574
476	11425	550
477	11451	527
478	11477	503
479	11502	479
480	11527	455
481	11550	431
482	11579	407
483	11604	383
484	11628	359
485	11651	335
486	11674	311
487	11714	288
488	11737	264
489	11761	240
490	11786	216
491	11811	192
492	11837	168
493	11861	144
494	11884	120
495	11910	96
496	11934	72
497	11959	48
498	11986	24
499	12012	0
