iter	RMSE
0	0.3917044599
1	0.3842747457
2	0.3770242282
3	0.3700248356
4	0.3631625578
5	0.3564413319
6	0.350206403
7	0.3440016769
8	0.3379412127
9	0.3321130558
10	0.3262917037
11	0.3206206291
12	0.3153186511
13	0.3100497582
14	0.3050157422
15	0.2999222327
16	0.2948557087
17	0.2902105124
18	0.2854806978
19	0.2807755979
20	0.276225616
21	0.271824272
22	0.2674704845
23	0.2634108096
24	0.2593580089
25	0.255412676
26	0.2517261204
27	0.2480488673
28	0.2446501984
29	0.2412460348
30	0.2378712709
31	0.2344816213
32	0.2312799961
33	0.2282405237
34	0.2253068888
35	0.2223314539
36	0.2194374574
37	0.2166610669
38	0.2139967999
39	0.2112433934
40	0.2086124294
41	0.2061364326
42	0.2038448223
43	0.2014397764
44	0.198907753
45	0.1967889175
46	0.1945048165
47	0.1923441271
48	0.1902018513
49	0.1882356316
50	0.1861554076
51	0.1840602969
52	0.1822829573
53	0.1803623681
54	0.1785043257
55	0.1767620657
56	0.1749924955
57	0.1734491832
58	0.1718518454
59	0.1701990828
60	0.1687622718
61	0.1672388635
62	0.1657490877
63	0.1641816011
64	0.1627713718
65	0.1615240872
66	0.1600621261
67	0.1588188188
68	0.15747694
69	0.156235392
70	0.1550265179
71	0.1538117778
72	0.1527570675
73	0.1515977107
74	0.150536198
75	0.1496043142
76	0.1486998994
77	0.1476436433
78	0.1466782015
79	0.1456280095
80	0.1446477025
81	0.1436993616
82	0.142848995
83	0.1418567264
84	0.1410011452
85	0.1402279822
86	0.1394638722
87	0.1385330211
88	0.1377912516
89	0.1370260742
90	0.1362834998
91	0.1355548308
92	0.1348751292
93	0.1341720035
94	0.133486467
95	0.1327583401
96	0.1321412443
97	0.1314333952
98	0.1308100051
99	0.1302025044
100	0.1296535915
101	0.1291311355
102	0.1284455256
103	0.1279374333
104	0.1274464486
105	0.1269202891
106	0.1265367929
107	0.126004652
108	0.1254366806
109	0.1249500952
110	0.1245600324
111	0.1240331174
112	0.1235343457
113	0.1230629885
114	0.1225958271
115	0.1221667556
116	0.1217458231
117	0.1212977216
118	0.1209074612
119	0.1205829054
120	0.120187527
121	0.1198542026
122	0.1193880822
123	0.1190320345
124	0.1185766065
125	0.1181387701
126	0.1177437363
127	0.1173620863
128	0.1169860468
129	0.1166268571
130	0.1162964099
131	0.1159355354
132	0.1156044947
133	0.1152077504
134	0.1148957464
135	0.1145384492
136	0.1141969305
137	0.1138823732
138	0.1136218411
139	0.1133518553
140	0.1130917879
141	0.1127806925
142	0.1125037864
143	0.1122194777
144	0.111983416
145	0.1117118988
146	0.1114652269
147	0.1111688107
148	0.1108868674
149	0.1105793677
150	0.1103447561
151	0.1101278508
152	0.1099347814
153	0.1096747326
154	0.1094044786
155	0.109193609
156	0.1089996017
157	0.1087358857
158	0.10846666
159	0.108197954
160	0.1079209315
161	0.107707988
162	0.1074591663
163	0.1071643794
164	0.1068921736
165	0.1067141161
166	0.106448402
167	0.1061925921
168	0.1059321081
169	0.1057008967
170	0.1055202076
171	0.1053321849
172	0.1051553406
173	0.1049482056
174	0.1047538457
175	0.1045178301
176	0.1043501494
177	0.1041595138
178	0.1039899236
179	0.103787946
180	0.103606477
181	0.1033715569
182	0.1031532924
183	0.1029835044
184	0.1027638299
185	0.1025733231
186	0.1024230021
187	0.1022247643
188	0.1020122274
189	0.1018302547
190	0.101700838
191	0.1015318453
192	0.1013495064
193	0.1011909791
194	0.1009676138
195	0.1007095045
196	0.1005443323
197	0.1003973327
198	0.1001607239
199	0.09998054204
200	0.09982311328
201	0.09972451624
202	0.09949102244
203	0.09930546863
204	0.09913155384
205	0.09895971027
206	0.09883218084
207	0.09869995777
208	0.09855290741
209	0.09842913655
210	0.09827248153
211	0.09812131131
212	0.09796487346
213	0.09782423763
214	0.0976600794
215	0.0974985669
216	0.09738350069
217	0.09719283229
218	0.09705518975
219	0.09691009611
220	0.09673501178
221	0.09667731563
222	0.0965135611
223	0.09638610678
224	0.09625622067
225	0.09610277762
226	0.09597430164
227	0.09579855313
228	0.09568518606
229	0.09555115395
230	0.0953922328
231	0.09524435511
232	0.09517988957
233	0.09502992778
234	0.09494923398
235	0.09482953087
236	0.09467494385
237	0.09456354796
238	0.09441993485
239	0.09430902673
240	0.09419461932
241	0.09408438691
242	0.09396273347
243	0.09380787711
244	0.09368910129
245	0.09356245901
246	0.09344159396
247	0.09322469917
248	0.09307703881
249	0.09297669429
250	0.09285868749
251	0.09272649568
252	0.09260786109
253	0.09249825483
254	0.09238027446
255	0.09229362962
256	0.09216347431
257	0.0920559925
258	0.09194317314
259	0.0918221324
260	0.0917449991
261	0.09162514673
262	0.09154119843
263	0.0914202719
264	0.0913307536
265	0.09125234189
266	0.09116580566
267	0.09106849531
268	0.09097957267
269	0.09087004083
270	0.09075494695
271	0.09061553406
272	0.09054829838
273	0.09043621537
274	0.09026493393
275	0.09009316639
276	0.08999371497
277	0.08986570391
278	0.08973059288
279	0.08957646273
280	0.08945943444
281	0.08934476956
282	0.08925742618
283	0.08914470946
284	0.08905121811
285	0.08897542771
286	0.08887808506
287	0.08882277791
288	0.08874200639
289	0.08866356629
290	0.08855855439
291	0.08845401599
292	0.0883208639
293	0.08825522975
294	0.08815063297
295	0.08809488179
296	0.08797476809
297	0.08789059273
298	0.08781450901
299	0.08772802193
300	0.08764501676
301	0.0875366843
302	0.08742774886
303	0.08724146995
304	0.08712491668
305	0.08700981194
306	0.08691149596
307	0.08681854309
308	0.08674857046
309	0.08664360648
310	0.08656378701
311	0.08644965906
312	0.08638720332
313	0.08629354269
314	0.08622299285
315	0.08612535245
316	0.08605925923
317	0.08600807488
318	0.08590559134
319	0.0858077072
320	0.08572450876
321	0.08564740227
322	0.08554893727
323	0.08541288207
324	0.08535214335
325	0.08525820899
326	0.08512118989
327	0.08503966346
328	0.08495820219
329	0.08485485242
330	0.08478509549
331	0.08469996245
332	0.08461256875
333	0.08451125562
334	0.08442404162
335	0.08431032702
336	0.08422514809
337	0.08415058324
338	0.0840605534
339	0.08399733075
340	0.08386496863
341	0.08375853598
342	0.08366344
343	0.08356206815
344	0.08344051717
345	0.0833562379
346	0.08332055993
347	0.08325248283
348	0.08320131975
349	0.08314020607
350	0.08305257645
351	0.08294267729
352	0.08282221582
353	0.08274828213
354	0.08269578576
355	0.08257857789
356	0.08253663521
357	0.08244557469
358	0.08238133169
359	0.08230268785
360	0.08222617067
361	0.08216143116
362	0.08210159318
363	0.08203951674
364	0.08195341363
365	0.08184314174
366	0.08170879154
367	0.08165431888
368	0.08158813604
369	0.08154361812
370	0.08145492566
371	0.0813889803
372	0.08130207382
373	0.08119357952
374	0.08113374691
375	0.08106764216
376	0.08102278836
377	0.08096122516
378	0.08090646383
379	0.08080792864
380	0.08074298662
381	0.08066085348
382	0.08056935867
383	0.08051479494
384	0.0804253468
385	0.08033013782
386	0.08023972322
387	0.08015786339
388	0.08011435399
389	0.080049492
390	0.07997134055
391	0.07986593269
392	0.07979662152
393	0.07969495092
394	0.07960822769
395	0.07954289108
396	0.07947220645
397	0.07936927957
398	0.07929627019
399	0.07923898485
400	0.07917477302
401	0.07909960876
402	0.07904274351
403	0.07894823566
404	0.07892072625
405	0.07883783406
406	0.07875597851
407	0.07869182034
408	0.07861930111
409	0.07854212269
410	0.07844883563
411	0.07834941438
412	0.07829355826
413	0.0782235108
414	0.07816639634
415	0.07809818511
416	0.07802439688
417	0.07794872817
418	0.07791349055
419	0.07783758967
420	0.07779843848
421	0.0777591232
422	0.07771659103
423	0.07764997285
424	0.07758909158
425	0.07753616123
426	0.07748471283
427	0.07741900392
428	0.07733869676
429	0.07729644558
430	0.07718418892
431	0.07712253414
432	0.07708257984
433	0.07702784812
434	0.07696298658
435	0.07689995873
436	0.07684473524
437	0.07677439762
438	0.07672117462
439	0.07665628486
440	0.07656983204
441	0.07651777332
442	0.07644783034
443	0.07637506997
444	0.07630779688
445	0.07625317885
446	0.07618584598
447	0.07612431261
448	0.07601270396
449	0.0759707697
450	0.07591810469
451	0.07586062805
452	0.07581077129
453	0.07573838605
454	0.07564188063
455	0.07556695886
456	0.07551246612
457	0.07545119802
458	0.07535920053
459	0.07528519897
460	0.07523431178
461	0.07516469724
462	0.0751183209
463	0.07503191428
464	0.07496700704
465	0.07490823496
466	0.07484105929
467	0.07478481265
468	0.07473083198
469	0.07466771832
470	0.07462831484
471	0.07457948845
472	0.07450809962
473	0.07446582182
474	0.07439785459
475	0.07434128251
476	0.07427956751
477	0.07424194231
478	0.07418177565
479	0.07413609365
480	0.07407270666
481	0.07402751618
482	0.07398200245
483	0.07392374027
484	0.07389957878
485	0.073819166
486	0.07375929868
487	0.07368474872
488	0.07361687205
489	0.07357130818
490	0.07352563002
491	0.0734854164
492	0.07343776011
493	0.07335144741
494	0.07325689403
495	0.07319267001
496	0.07315617142
497	0.07310358694
498	0.07306211844
499	0.07298137644
500	0.07289159774
501	0.07283134212
502	0.07278488639
503	0.07273417437
504	0.07262817268
505	0.07257201523
506	0.07252920088
507	0.07248011731
508	0.07245216688
509	0.07237611781
510	0.07232938756
511	0.07227124028
512	0.07223158917
513	0.07219049889
514	0.07213711144
515	0.07203474434
516	0.07198739883
517	0.07192405891
518	0.07185160391
519	0.07178511839
520	0.07173071077
521	0.07166160913
522	0.07160916686
523	0.07157657382
524	0.07153320861
525	0.0714770278
526	0.07141175303
527	0.07136626507
528	0.07132492651
529	0.07126551837
530	0.07117043032
531	0.07110461132
532	0.0710709132
533	0.07100024837
534	0.07093387207
535	0.07086802812
536	0.07082192605
537	0.07077917452
538	0.07072935357
539	0.07068149606
540	0.07064356702
541	0.07060883451
542	0.07056904397
543	0.07051726721
544	0.07043575643
545	0.07036969556
546	0.07031141717
547	0.07026786542
548	0.0702024708
549	0.07017720821
550	0.07010240488
551	0.07006099005
552	0.07002326019
553	0.06998106888
554	0.06989513435
555	0.06981627653
556	0.06977500764
557	0.069738748
558	0.0696815345
559	0.06963459882
560	0.06957375129
561	0.06953948112
562	0.06948818727
563	0.06943240155
564	0.06938304731
565	0.06929854572
566	0.0692692614
567	0.06922252466
568	0.06917740083
569	0.06913131462
570	0.06910125565
571	0.06904634888
572	0.06902204367
573	0.06895893167
574	0.06892493337
575	0.06883077916
576	0.06878050629
577	0.06872116155
578	0.06867183639
579	0.06861961624
580	0.0685357798
581	0.06848565342
582	0.06843935352
583	0.06839137628
584	0.06833709428
585	0.06828735183
586	0.06820340457
587	0.06815139338
588	0.06808287178
589	0.06804423472
590	0.0679536581
591	0.06791385355
592	0.06784813971
593	0.06778916637
594	0.06773901272
595	0.06769588077
596	0.06763454126
597	0.06758308882
598	0.06754055463
599	0.06750273076
600	0.06745721414
601	0.06742776655
602	0.06738305989
603	0.06732714529
604	0.067299695
605	0.06727124114
606	0.06720462378
607	0.06716441738
608	0.06709678147
609	0.06701518391
610	0.06695520288
611	0.06691017806
612	0.06685834158
613	0.06681188837
614	0.06675416785
615	0.06664504988
616	0.06661164536
617	0.06650981902
618	0.06645453806
619	0.06639784939
620	0.06635657974
621	0.06633433624
622	0.06628479766
623	0.06624735356
624	0.0661940162
625	0.06614533822
626	0.06612363445
627	0.06608902058
628	0.06603635227
629	0.06600463085
630	0.06592471163
631	0.06588227552
632	0.06582418093
633	0.06579342117
634	0.06574766035
635	0.0657082093
636	0.06566255854
637	0.06561646196
638	0.06557476385
639	0.06549211227
640	0.06544036522
641	0.06539682482
642	0.0653496648
643	0.06527674067
644	0.06523706624
645	0.06518197735
646	0.06513863227
647	0.06508243533
648	0.0650287591
649	0.06496460696
650	0.06493779846
651	0.06487617156
652	0.06483137005
653	0.06478838134
654	0.06471873343
655	0.06465178556
656	0.0645936002
657	0.06457477363
658	0.06452486308
659	0.06449924281
660	0.06445628199
661	0.06441125598
662	0.06438849782
663	0.06434927016
664	0.06429232849
665	0.06424802202
666	0.06421977471
667	0.0641593863
668	0.06413200767
669	0.06410568427
670	0.06407080212
671	0.06401428389
672	0.06397789098
673	0.06389595922
674	0.06384420268
675	0.06381584266
676	0.06377382209
677	0.0636968016
678	0.06364623458
679	0.06360708014
680	0.06355285711
681	0.06351236661
682	0.06347580662
683	0.06344012592
684	0.06340650187
685	0.06336910335
686	0.06333613753
687	0.06329307896
688	0.06321933236
689	0.06319752666
690	0.06318099098
691	0.06315174598
692	0.06310859488
693	0.06306276953
694	0.06302699901
695	0.06297879413
696	0.06293639133
697	0.06288227929
698	0.06285547678
699	0.06283415493
700	0.06276667484
701	0.06272715784
702	0.06266394466
703	0.06263400256
704	0.06259688192
705	0.06256185112
706	0.06250801153
707	0.06247152707
708	0.06240962357
709	0.06236097391
710	0.06232537368
711	0.06226922617
712	0.06218944762
713	0.06215612041
714	0.06213222744
715	0.06209424046
716	0.06206872892
717	0.06203982915
718	0.06197448777
719	0.06189587861
720	0.06185153141
721	0.06180964266
722	0.06177109425
723	0.06172368062
724	0.06169638097
725	0.06163907051
726	0.06160763633
