iter	RMSE
727	0.06156954191
728	0.06152966183
729	0.0614812182
730	0.06143248425
731	0.06140694917
732	0.06137935835
733	0.06134535983
734	0.06130682331
735	0.06124773689
736	0.06119957393
737	0.06115861246
738	0.06111388462
739	0.06106682297
740	0.06102314433
741	0.06099537349
742	0.06094297197
743	0.06089057508
744	0.06085148178
745	0.06081573436
746	0.0607750083
747	0.06074449169
748	0.06068875495
749	0.06064538433
750	0.06060940978
751	0.06057079256
752	0.06052576387
753	0.06048208003
754	0.0604308373
755	0.06039619836
756	0.06036675345
757	0.06032686098
758	0.06029348417
759	0.06026206181
760	0.06022085636
761	0.06017720922
762	0.06012850774
763	0.06011263853
764	0.06006859087
765	0.06000547608
766	0.05997158557
767	0.05991035174
768	0.05987748191
769	0.05983877624
770	0.059805501
771	0.05978545663
772	0.05974889571
773	0.05969989339
774	0.05966265382
775	0.0596319121
776	0.05955113035
777	0.05952280436
778	0.05947140239
779	0.05942697384
780	0.05939710958
781	0.05936865537
782	0.05932448213
783	0.05928556145
784	0.05924046129
785	0.05922026908
786	0.05917100524
787	0.05914106528
788	0.0591089185
789	0.05906297403
790	0.05900090161
791	0.05896687326
792	0.0589472321
793	0.0589159825
794	0.05889023236
795	0.05884029379
796	0.05880039997
797	0.05875198603
798	0.05871238548
799	0.05867930278
800	0.05866003199
801	0.05862159971
802	0.05858270519
803	0.05855523627
804	0.05851784439
805	0.0584618832
806	0.05841417191
807	0.0583769398
808	0.05832591849
809	0.05828524619
810	0.05823762639
811	0.05819409957
812	0.05815954006
813	0.05811539581
814	0.05809078552
815	0.05805116285
816	0.05801132428
817	0.05797611937
818	0.05794139216
819	0.0579205234
820	0.05787076532
821	0.05783259296
822	0.0577943825
823	0.05777187393
824	0.0577160973
825	0.05767310773
826	0.05761031904
827	0.05755074255
828	0.05752044422
829	0.0574864251
830	0.05742468792
831	0.05739429286
832	0.05733886436
833	0.05730542045
834	0.05726498747
835	0.05722238821
836	0.05718878272
837	0.05712888447
838	0.05710041892
839	0.05705066296
840	0.05701461365
841	0.05697155999
842	0.05690839143
843	0.05686935241
844	0.05683019403
845	0.05678298279
846	0.05675562013
847	0.05671429798
848	0.05668594513
849	0.0566575204
850	0.05661677626
851	0.05656209071
852	0.05651763107
853	0.05647308614
854	0.05644290862
855	0.05641094102
856	0.05637132495
857	0.05634585479
858	0.05631089289
859	0.05627824934
860	0.05625342601
861	0.05621230962
862	0.05617327441
863	0.05614513898
864	0.0561031727
865	0.05606076658
866	0.05603221745
867	0.05597694055
868	0.05593873245
869	0.05590563632
870	0.05587048568
871	0.05584367268
872	0.05580911249
873	0.05578570464
874	0.05573283628
875	0.05570244639
876	0.05565801253
877	0.05563447044
878	0.05559276875
879	0.05556075562
880	0.05553416953
881	0.05550064567
882	0.05547085452
883	0.05541019919
884	0.05538464119
885	0.05535440644
886	0.05533875682
887	0.05530916561
888	0.05528997325
889	0.05526260954
890	0.05522193061
891	0.0551863019
892	0.05515439724
893	0.05511744775
894	0.05509665384
895	0.05506033044
896	0.05503125696
897	0.05499428397
898	0.05494398618
899	0.05489778591
900	0.0548579375
901	0.05482189398
902	0.05479151661
903	0.05474487874
904	0.05470283637
905	0.05467591876
906	0.05464698274
907	0.05459383363
908	0.05455599792
909	0.05453363071
910	0.05448699043
911	0.05444772292
912	0.05441949966
913	0.0543941481
914	0.05437936028
915	0.05433433278
916	0.0542910242
917	0.0542508703
918	0.0541942783
919	0.05417459913
920	0.0541405526
921	0.05412208087
922	0.05409268081
923	0.05405764179
924	0.05402904492
925	0.05399026006
926	0.05394570993
927	0.05389925643
928	0.05387740749
929	0.05385446424
930	0.05382543709
931	0.05375646982
932	0.0537256017
933	0.05369171587
934	0.05366841215
935	0.0536441693
936	0.0536116358
937	0.05358549291
938	0.05355568817
939	0.05352436019
940	0.05348581066
941	0.05344495777
942	0.05342296042
943	0.05338233959
944	0.05333604341
945	0.05328167263
946	0.0532447602
947	0.05320683213
948	0.05317472527
949	0.05313924174
950	0.05311023999
951	0.05306273056
952	0.05302077634
953	0.05299537518
954	0.05294124905
955	0.05290940151
956	0.05287498963
957	0.0528466513
958	0.05281712418
959	0.05280537751
960	0.05276276451
961	0.05273739015
962	0.05267934032
963	0.0526534769
964	0.05261617555
965	0.05256515143
966	0.05254396563
967	0.05251021721
968	0.05246274574
969	0.05242965083
970	0.05239696654
971	0.05234613029
972	0.05233236859
973	0.05229745449
974	0.05227152582
975	0.05222162591
976	0.05220294997
977	0.05216064702
978	0.05213561521
979	0.05209003407
980	0.05204890855
981	0.05200098262
982	0.05197596943
983	0.05192236032
984	0.05189470528
985	0.05183712312
986	0.05180492773
987	0.05178624054
988	0.05175498702
989	0.05169636891
990	0.05166359283
991	0.05164978643
992	0.05161506656
993	0.05159205575
994	0.05156582822
995	0.051530643
996	0.05150955283
997	0.05148563758
998	0.05143867313
999	0.05141368488
