iter	RMSE
235	0.1269919961
236	0.1267022214
237	0.1266369881
238	0.1265116112
239	0.1262562285
240	0.1259519463
241	0.1258508671
242	0.1256118022
243	0.1253926602
244	0.12529442
245	0.12515519
246	0.1250626667
247	0.125006728
248	0.1247921684
249	0.1246228933
250	0.124392791
251	0.1242656289
252	0.1240116299
253	0.1239569688
254	0.1236682439
255	0.1233812694
256	0.1231345403
257	0.1230846884
258	0.1228473192
259	0.1227248309
260	0.1225075818
261	0.1222229811
262	0.1220890347
263	0.1219837226
264	0.1216961623
265	0.1214582596
266	0.1212689765
267	0.1209974782
268	0.1208406388
269	0.1207944978
270	0.1206273125
271	0.1204936257
272	0.1203743622
273	0.1201907806
274	0.1199125084
275	0.1197874537
276	0.1196514152
277	0.1194082905
278	0.119275498
279	0.1190899676
280	0.1188914665
281	0.1188493173
282	0.1187545535
283	0.1185460209
284	0.1183597779
285	0.1183037182
286	0.1182410549
287	0.1181631697
288	0.1180135394
289	0.1178268783
290	0.1176444103
291	0.1175044617
292	0.1174309093
293	0.1171692527
294	0.1170497215
295	0.116754554
296	0.1165739578
297	0.1164733847
298	0.1163008218
299	0.116135506
300	0.1159424515
301	0.1157500432
302	0.1156469779
303	0.115474695
304	0.1153329843
305	0.1151722374
306	0.1150671167
307	0.1149463895
308	0.1148831422
309	0.1147989348
310	0.1147700714
311	0.1147335287
312	0.1145903143
313	0.1144430867
314	0.1142594108
315	0.1141576848
316	0.1138937991
317	0.1136941147
318	0.1134846247
319	0.113223277
320	0.1129607073
321	0.1128604593
322	0.1128254082
323	0.112666163
324	0.1126328658
325	0.1125103263
326	0.1124389648
327	0.1122762521
328	0.1121777952
329	0.1120097577
330	0.1118528936
331	0.1116783525
332	0.1115385541
333	0.1114478729
334	0.1113856595
335	0.1112009091
336	0.1109934893
337	0.1108371729
338	0.1107886028
339	0.1107526084
340	0.1106370508
341	0.110502677
342	0.1104094458
343	0.1102399217
344	0.1101620738
345	0.1101430456
346	0.1100620696
347	0.1099690051
348	0.1098723814
349	0.1096135745
350	0.10952231
351	0.1094476435
352	0.1094298688
353	0.1093758896
354	0.1092143843
355	0.1090739699
356	0.1089449071
357	0.1089035732
358	0.1088388587
359	0.1088198345
360	0.1087049175
361	0.1084816692
362	0.1084433783
363	0.1083558526
364	0.1082665711
365	0.1082503859
366	0.1082154039
367	0.108090918
368	0.1080304255
369	0.1079499831
370	0.1079337682
371	0.1078499277
372	0.1078176278
373	0.1078001009
374	0.1076831282
375	0.1076681338
376	0.1076383309
377	0.1076214261
378	0.1076066935
379	0.1075535985
380	0.1075064157
381	0.1074084578
382	0.1072640664
383	0.1072232051
384	0.1070946092
385	0.107027963
386	0.1069926911
387	0.1069786522
388	0.1069616486
389	0.1068435027
390	0.1068236774
391	0.1066658987
392	0.1064548429
393	0.1063096638
394	0.1061508956
395	0.1060882912
396	0.1060175213
397	0.1059343913
398	0.1058892411
399	0.1058201376
400	0.1057680986
401	0.1056644048
402	0.1055138867
403	0.1054660631
404	0.1054427756
405	0.1053967731
406	0.1053533123
407	0.1050266857
408	0.1050090564
409	0.1049639288
410	0.104893158
411	0.1048766949
412	0.1047550984
413	0.1047351781
414	0.1047168964
415	0.1047019146
416	0.1046605422
417	0.1046474693
418	0.1045001851
419	0.1044866014
420	0.1044610079
421	0.1043033459
422	0.1042658999
423	0.1042414482
424	0.1041928566
425	0.1041344489
426	0.1040767495
427	0.1040401444
428	0.1040214671
429	0.1039958027
430	0.1038883486
431	0.1038454613
432	0.1037455573
433	0.1037243705
434	0.1035391422
435	0.103433593
436	0.1033360592
437	0.1033096816
438	0.1032640031
439	0.1030735084
440	0.102992533
441	0.1028824955
442	0.1027059183
443	0.1026600707
444	0.1025364593
445	0.1024670711
446	0.102425934
447	0.1022767774
448	0.1022009506
449	0.1020961949
450	0.102062728
451	0.1020249553
452	0.1019912994
453	0.1018064014
454	0.1016691549
455	0.1015120015
456	0.1014029317
457	0.1013393275
458	0.101251966
459	0.1011427635
460	0.1009823975
461	0.1009596418
462	0.100943144
463	0.1008217355
464	0.1007163764
465	0.1005924677
466	0.1005279437
467	0.1004725604
468	0.1003500083
469	0.1001108941
470	0.09999124271
471	0.09997310951
472	0.09988810132
473	0.09986921135
474	0.09975213588
475	0.09966707216
476	0.09959763904
477	0.09940863313
478	0.09932744144
479	0.09929181068
480	0.09917391025
481	0.09903761787
482	0.09903126581
483	0.09896360171
484	0.09894488223
485	0.09864045768
486	0.09858355213
487	0.09844247117
488	0.09827705812
489	0.09808657598
490	0.09799076461
491	0.09782857375
492	0.0978085244
493	0.09771016829
494	0.09765262567
495	0.09750491459
496	0.09741335078
497	0.09732471521
498	0.0972498164
499	0.09716228717
